Rank,Title,Interventions,URL
2365,"COVID-19 Vaccine Messaging, Part 1",Other: Control message|Other: Baseline message|Other: Personal freedom message|Other: Economic freedom message|Other: Self-interest message|Other: Community interest message|Other: Economic benefit message|Other: Guilt message|Other: Embarrassment message|Other: Anger message|Other: Trust in science message|Other: Not bravery message,https://ClinicalTrials.gov/show/NCT04460703
2366,Functional and Respiratory Rehabilitation and Nutritional Care of COVID-19 Patients (RECOVER-19),Other: Intervention group_rehabilitation program,https://ClinicalTrials.gov/show/NCT04466800
2367,COVID-19 Search in Conjunctival Cells,Diagnostic Test: conjunctival swab,https://ClinicalTrials.gov/show/NCT04364594
2368,A Study to Assess the Feasibility of Screening for SARS-CoV-2 Among Healthy Workers,Procedure: Blood sampling|Procedure: Throat swab,https://ClinicalTrials.gov/show/NCT04405466
2369,CoV-Hep Study: Regional Anticoagulation Modalities in Continuous Venous Venous Hemodialysis in Patients With COVID-19,Drug: unfractionated Heparin,https://ClinicalTrials.gov/show/NCT04487990
2370,Evolution of Coronavirus Disease 2019 (COVID-19) Patients in Extremadura,,https://ClinicalTrials.gov/show/NCT04724850
2371,A Registry Study of COVID-19 Serologic and Virologic Testing to Accelerate Recovery and Transition,,https://ClinicalTrials.gov/show/NCT04573634
2372,Efficacy and Safety of Anluohuaxian in the Treatment of Rehabilitation Patients With Corona Virus Disease 2019,Drug: Anluohuaxian,https://ClinicalTrials.gov/show/NCT04334265
2373,Predictors of Severe COVID-19 Outcomes,,https://ClinicalTrials.gov/show/NCT04388813
2374,IgG/IgM Antibody Test in Patients Who Have Tested Negative or Positive for COVID-19 With the Standard Method of COVID19 Testing.,Diagnostic Test: Clungene rapid test cassette,https://ClinicalTrials.gov/show/NCT04402814
2375,"Efficacy of TBCT, MBHP and PPT for PTSD During the Covid-19 Pandemics",Behavioral: Trial-Based Cognitive Therapy|Behavioral: Mindfulness-Based Health Promotion|Behavioral: Positive psychotherapy,https://ClinicalTrials.gov/show/NCT04852770
2376,"A Study of Rivaroxaban to Reduce the Risk of Major Venous and Arterial Thrombotic Events, Hospitalization and Death in Medically Ill Outpatients With Acute, Symptomatic Coronavirus Disease 2019 (COVID-19) Infection",Drug: Rivaroxaban|Other: Placebo|Other: Standard of Care (SOC),https://ClinicalTrials.gov/show/NCT04508023
2377,"Comparison of High Flow Nasal Cannula (HFNC), Face-mask Non-Invasive Ventilation (NIV) & Helmet NIV in COVID-19 ARDS Patients",Device: High flow nasal cannula (HFNC)|Device: Helmet NIV|Device: Face-mask NIV,https://ClinicalTrials.gov/show/NCT04715243
2378,Proxalutamide Treatment for Hospitalized COVID-19 Patients,Drug: Proxalutamide|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04728802
2379,Anti-SARS Cov-2 T Cell Infusions for COVID 19,Biological: Dose Finding Phase (MTD)|Biological: Partially HLA-matched SARS-CoVSTs|Other: Routine care (no SARS-CoVSTs),https://ClinicalTrials.gov/show/NCT04401410
2380,COVID-19 in the Swedish ICU-cohort: Risk Factors of Critical Care Admission and Intensive Care Mortality,Other: COVID-19 and Intensive Care,https://ClinicalTrials.gov/show/NCT04390074
2381,Physical Rehabilitation of COVID-19 Survivors by Heat Therapy,Behavioral: heat therapy|Behavioral: exercise training,https://ClinicalTrials.gov/show/NCT04673318
2382,VEText Message Framing and Covid-19 Vaccine Uptake Among at Risk Veterans,Behavioral: Behavioral economics,https://ClinicalTrials.gov/show/NCT04805931
2383,Convalescent Plasma and Placebo for the Treatment of COVID-19 Severe Pneumonia,Other: Convalescent SARS COVID-19 plasma|Other: Placebo,https://ClinicalTrials.gov/show/NCT04383535
2384,Beaumont Health Large-scale Automated Serologic Testing for COVID-19,Diagnostic Test: EUROIMMUN assay,https://ClinicalTrials.gov/show/NCT04349202
2385,Proxalutamide Treatment for COVID-19 Patients in Intensive Care Unit,Drug: Proxalutamide|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04853927
2386,Peginterferon Lambda-1a for the Prevention and Treatment of SARS-CoV-2 (COVID-19) Infection,Drug: Peginterferon lambda alfa-1a subcutaneous injection|Other: Saline,https://ClinicalTrials.gov/show/NCT04344600
2387,Survival and 30-days Hospital Outcome in COVID-19 Patients in Upper Egypt,Other: Kaplan Meier analysis,https://ClinicalTrials.gov/show/NCT04488588
2388,Evaluation of the Safety and Immunogenicity of a SARS-CoV-2 rS Nanoparticle Vaccine With/Without Matrix-M Adjuvant,"Biological: SARS-CoV-2 rS - Phase 1|Biological: SARS-CoV-2 rS/Matrix-M Adjuvant - Phase 1|Other: Normal saline solution (NSS), Placebo - Phase 1|Other: Normal saline solution (NSS), Placebo - Phase 2|Biological: SARS-CoV-2 rS/Matrix-M Adjuvant, Day 0 - Phase 1|Other: Normal saline solution (NSS), Placebo, Day 21 - Phase 1|Biological: SARS-CoV-2 rS/Matrix-M Adjuvant, Days 0 and 21 - Phase 2|Other: Normal saline solution (NSS), Placebo, Day 189 - Phase 2|Biological: SARS-CoV-2 rS/Matrix-M Adjuvant, Day 0 - Phase 2|Other: Normal saline solution (NSS), Placebo, Day 21 - Phase 2|Biological: SARS-CoV-2 rS/Matrix-M Adjuvant - Day 189 - Phase 2",https://ClinicalTrials.gov/show/NCT04368988
2389,Neuroinflammation in COVID-19 and Depression,Other: [18F]FEPPA PET scan|Other: [11C]SL25.1188 PET scan,https://ClinicalTrials.gov/show/NCT04854785
2390,Role of NGAL and Cystatin C in Prediction of Acute Kidney Injury Covid-19 Infection,Diagnostic Test: serum NGAL and cystatin c,https://ClinicalTrials.gov/show/NCT04603664
2391,"Study of the Commercial Scale SARS-CoV-2 Vaccine Against the Pilot Scale Among Adults, and Bridging Study of the Immunogenicity in Elderly Against That in Adults","Biological: Two doses of commercial scale inactivated SARS-CoV-2 vaccine at the schedule of day 0,14|Biological: Two doses of pilot scale inactivated SARS-CoV-2 vaccine at the schedule of day 0,14|Biological: Two doses of pilot scale inactivated SARS-CoV-2 vaccine at the schedule of day 0,14 in elderly",https://ClinicalTrials.gov/show/NCT04617483
2392,Inspiratory Muscle Training in COVID-19 Patients,Device: inspiratory muscle traiing,https://ClinicalTrials.gov/show/NCT04595097
2393,"ARB, ACEi, DRi in COVID-19",Drug: Angiotensin converting enzyme inhibitor,https://ClinicalTrials.gov/show/NCT04364984
2394,Rapid Salivary Test to Detect SARS-CoV-2 (COVID-19),Diagnostic Test: rapid salivary test,https://ClinicalTrials.gov/show/NCT04357327
2395,COVID-19 in Pediatric Oncology and Hematology Centers in France,"Other: No intervention, observational",https://ClinicalTrials.gov/show/NCT04433871
2396,Impact of COVID-19 on the Benefit of Cardiac Rehabilitation,,https://ClinicalTrials.gov/show/NCT04513964
2397,Contrast Enhanced Ultrasound in COVID-19,Drug: Sulfur hexafluoride lipid-type A microspheres,https://ClinicalTrials.gov/show/NCT04640038
2398,SARS-COV-2-Spike-Ferritin-Nanoparticle (SpFN) Vaccine With ALFQ Adjuvant for Prevention of COVID-19 in Healthy Adults,"Biological: 25 µg SpFN_1B-06-PL + ALFQ (QS21 Adjuvant)|Drug: Sodium chloride, USP, for injection (0.9% NaCl)|Biological: 50 µg SpFN_1B-06-PL + ALFQ (QS21 Adjuvant)",https://ClinicalTrials.gov/show/NCT04784767
2399,The Effect of Melatonin and Vitamin C on COVID-19,Dietary Supplement: Vitamin C|Dietary Supplement: melatonin|Dietary Supplement: Placebo|Other: Symptom Survey,https://ClinicalTrials.gov/show/NCT04530539
2400,Prognostic Evaluation of COVID-19 in Rheumatoid Arthritis Patients,,https://ClinicalTrials.gov/show/NCT04679272
2401,Prevalence of Perimyocarditis After Covid-19 Vaccine,Diagnostic Test: Laboratory Blood Tests|Diagnostic Test: ECG|Diagnostic Test: PCR|Diagnostic Test: Antibody test|Diagnostic Test: Echocardiography|Diagnostic Test: MRI,https://ClinicalTrials.gov/show/NCT04865900
2402,"Evaluation of COVID-19 Fear, Anxiety and Their Effects in Physiotherapy Technician Students",Other: Survey,https://ClinicalTrials.gov/show/NCT04802642
2403,Cerebrolycin for Treatment of Covid-related Anosmia and Ageusia,Drug: Cerebrolysin,https://ClinicalTrials.gov/show/NCT04830943
2404,COVID-19 Serological Testing of Patients With a Mental Disorder From the Catchment Area of the Capital Region of Denmark,Procedure: blood sampling,https://ClinicalTrials.gov/show/NCT04775407
2405,COVID-19 Lessons Learned: the Outcome of TOMEKA® Project is to Teach,,https://ClinicalTrials.gov/show/NCT04424940
2406,Ivermectin Reproposing for Mild Stage COVID-19 Outpatients,Drug: Ivermectin,https://ClinicalTrials.gov/show/NCT04784481
2407,Modulation of Hyperinflammation in COVID-19,Device: Control group|Device: SLEDD with a L-MOD,https://ClinicalTrials.gov/show/NCT04353674
2408,Cellular Immuno-Therapy for COVID-19 ARDS Randomized Clinical Trial,Biological: UC-MSCs|Biological: Placebo,https://ClinicalTrials.gov/show/NCT04865107
2409,"Study To Compare The Immunogenicity Against COVID-19, Of VLA2001 Vaccine To AZD1222 Vaccine",Biological: VLA2001|Biological: AZD1222,https://ClinicalTrials.gov/show/NCT04864561
2410,Kidney Injury Severity and COVID-19,Diagnostic Test: mRNA in urine test,https://ClinicalTrials.gov/show/NCT04386564
2411,Hydrocortisone for COVID-19 and Severe Hypoxia,Drug: Hydrocortisone|Drug: Sodium Chloride 9mg/mL,https://ClinicalTrials.gov/show/NCT04348305
2412,Characteristics of Long COVID-19 Syndrome,Other: No intervention,https://ClinicalTrials.gov/show/NCT04793269
2413,Effect of Disease Modifying Therapy on Antibody Response to COVID19 Vaccination in Multiple Sclerosis,,https://ClinicalTrials.gov/show/NCT04834401
2414,COVID-19 Treatment Using Methylene Blue and Photodynamic Therapy,Drug: Methylene Blue and Photodynamic Therapy,https://ClinicalTrials.gov/show/NCT04933864
2415,Feasibility of a Tele-game-based Exercise (Tele-exergame) Program to Prevent Deconditioning in Hospitalized COVID-19 Patients,Other: Tele-exergaming Tablet,https://ClinicalTrials.gov/show/NCT04743401
2416,Stellate Ganglion Blockade in COVID-19 Positive Patients,Procedure: Stellate Ganglion Block,https://ClinicalTrials.gov/show/NCT04445337
2417,Prediction of Unfavourable Outcome in Newly Covid-19 Hospitalized Patient,Other: non applicable,https://ClinicalTrials.gov/show/NCT04412031
2418,The Critical Care Response to the COVID-19 Pandemic in Madrid,,https://ClinicalTrials.gov/show/NCT04393324
2419,Vaccination of Ex-acute COVID-19 Patients With Fibrosing Lung Syndrome at Discharge,Biological: IN01 vaccine,https://ClinicalTrials.gov/show/NCT04537130
2420,Spread and Course of COVID-19 Infections,,https://ClinicalTrials.gov/show/NCT04377724
2421,Back to School COVID-19 Simulation Study,Behavioral: Personal behaviours,https://ClinicalTrials.gov/show/NCT04531254
2422,Acute Kidney Injury in Patients With CoVID-19,"Other: duration of hospitalization, mortality rate",https://ClinicalTrials.gov/show/NCT04872764
2423,Study of Recombinant Protein Vaccine With Adjuvant Against COVID-19 in Adults 18 Years of Age and Older,Biological: SARS-CoV-2 recombinant protein vaccine Formulation 1|Biological: SARS-CoV-2 recombinant protein vaccine Formulation 2|Biological: SARS-CoV-2 recombinant protein vaccine Formulation 3,https://ClinicalTrials.gov/show/NCT04762680
2424,Musculoskeletal Symptoms in Post Acute Covid-19 Patients,Other: Survey|Other: Laboratory parameters|Other: chest computed tomography,https://ClinicalTrials.gov/show/NCT04932889
2425,Does COVID-19 Infection Increase the Risk of Pulmonary Embolism?,Diagnostic Test: Exposure: Positive COVID-19 infection|Diagnostic Test: Exposure: Negative COVID-19 infection,https://ClinicalTrials.gov/show/NCT04696913
2426,Helmet Non-Invasive Ventilation for COVID-19 Patients,Device: Helmet non-invasive ventilation,https://ClinicalTrials.gov/show/NCT04477668
2427,Prospective Two-arm Study of Fertility in Men With COVID-19,"Diagnostic Test: Sperm test|Diagnostic Test: hormone levels (testosterone, FSH, LH, prolactin)|Diagnostic Test: SARS-CoV-2 Ig G levels|Other: Testis pathology samples",https://ClinicalTrials.gov/show/NCT04716179
2428,Vitamin D Testing and Treatment for COVID 19,Dietary Supplement: Vitamin D3,https://ClinicalTrials.gov/show/NCT04407286
2429,High GRP78 Levels in Covid-19 Infection: A Case-Control Study,Other: Serum protein level analysis,https://ClinicalTrials.gov/show/NCT04628637
2430,COVID-19 Prevention and Treatment in Cancer; a Sequential Multiple Assignment Randomised Trial;,Drug: Interferon alfa|Drug: Selinexor|Drug: Lenzilumab,https://ClinicalTrials.gov/show/NCT04534725
2431,Fostamatinib for Hospitalized Adults With COVID-19,Drug: Placebo|Drug: fostamatinib,https://ClinicalTrials.gov/show/NCT04579393
2432,Seroprevalence of the Anti-SARS-CoV-2 Antibodies (Causing COVID-19) in Kidney Transplant Recipients in Severely Affected Region,Other: No intervention,https://ClinicalTrials.gov/show/NCT04874740
2433,The Effect of COVID-19 on Diabetes Mellitus,,https://ClinicalTrials.gov/show/NCT04592055
2434,COVID19 Clinical Predictors and Outcome,Other: SARS-CoV2 Infection,https://ClinicalTrials.gov/show/NCT04416347
2435,Effects of COVID-19 Hospitalization on Physical Performance,Other: Therapeutic Exercise,https://ClinicalTrials.gov/show/NCT04751630
2436,Effects of COVID-19 in Chronic Pain,Other: Survey,https://ClinicalTrials.gov/show/NCT04878900
2437,Clinical Impact of COVID-19 by P.1 SARS-CoV-2 Lineage,Other: No intervention performed,https://ClinicalTrials.gov/show/NCT04928469
2438,Comparison of ME/CFS and Long COVID-19 Patients,,https://ClinicalTrials.gov/show/NCT04806620
2439,COVID-19 Critically Ill Patients' Evolution After Medical Transport by Train From Paris Intensive Care Units to West of France Intensive Care Units,,https://ClinicalTrials.gov/show/NCT04433325
2440,Performance Evaluation of RealDetect™ COVID-19 RT-PCR Kit for the Detection of SARS-CoV-2 Virus,Device: performance evaluation study of RealDetect RT-PCR Kit for COVID-19 detection,https://ClinicalTrials.gov/show/NCT04403672
2441,Tocilizumab Versus Methylprednisolone in the Cytokine Release Syndrome of Patients With COVID-19,Drug: Tocilizumab 180 MG/ML|Drug: Methylprednisolone Sodium Succinate,https://ClinicalTrials.gov/show/NCT04377503
2442,SARS-CoV2 Antibodies in Pediatric Patients (COVID-19),Diagnostic Test: Blood test for IgG antibodies against SARS-CoV-2,https://ClinicalTrials.gov/show/NCT04581148
2443,Immune Response to Covid-19 in 300 Health Care Workers With Mild Symptoms,,https://ClinicalTrials.gov/show/NCT04356586
2444,COVID-19 Resuscitation Plans and Decisions on Escalation and Limitation of Treatment,Other: Decision tool for clinicians,https://ClinicalTrials.gov/show/NCT04743232
2445,Lung Recruitment Device for COVID-19,Procedure: Chest physiotherapy using a non-invasive oscillating device,https://ClinicalTrials.gov/show/NCT04361435
2446,CACOLAC : Citrulline Administration in the Hospital Patient in Intensive Care for COVID-19 Acute Respiratory Distress Syndrome,Dietary Supplement: L-citrulline|Other: Placebo,https://ClinicalTrials.gov/show/NCT04404426
2447,Post Intensive Care Syndrome in COVID19 Patients,Diagnostic Test: Questionnaires,https://ClinicalTrials.gov/show/NCT04422444
2448,Safety and Immunogenicity of a SARS-CoV-2 Vaccine (NBP2001) in Healthy Adults (COVID-19),Biological: NBP2001 adjuvanted with alum (RBD 30μg/dose)|Biological: NBP2001 adjuvanted with alum (RBD 50μg/dose)|Other: Normal Saline,https://ClinicalTrials.gov/show/NCT04760743
2449,Analysis of Chilblains pROfile During coVID-19 Epidemic (ACROVID),Diagnostic Test: Biological Sample Collection,https://ClinicalTrials.gov/show/NCT04387955
2450,Understanding Exertional Dyspnea and Exercise Intolerance in COVID-19,Other: No Intervention,https://ClinicalTrials.gov/show/NCT04732663
2451,Hyperbaric Oxygen Therapy for Post-COVID-19 Syndrome,Device: Hyperbaric oxygen|Device: Sham,https://ClinicalTrials.gov/show/NCT04647656
2452,Silent Hypoxia and Awake Proning in COVID-19 Patients,Other: Self measurement with pulse oximeter,https://ClinicalTrials.gov/show/NCT04647747
2453,A Study of the C3 Inhibitor AMY-101 in Patients With ARDS Due to COVID-19 (SAVE),Drug: AMY-101|Other: WFI 5% glucose,https://ClinicalTrials.gov/show/NCT04395456
2454,Study of Recombinant Protein Vaccine Formulations Against COVID-19 in Healthy Adults 18 Years of Age and Older,Biological: SARS-CoV-2 vaccine formulation 1 with adjuvant 1|Biological: SARS-CoV-2 vaccine formulation 1 with adjuvant 2|Biological: SARS-CoV-2 vaccine formulation 2 with adjuvant 1|Biological: SARS-CoV-2 vaccine formulation 2 with adjuvant 2|Biological: SARS-CoV-2 vaccine formulation 2 without adjuvant|Biological: Placebo (0.9% normal saline),https://ClinicalTrials.gov/show/NCT04537208
2455,Maternal Morbidity and Mortality During the COVID-19 Pandemic,,https://ClinicalTrials.gov/show/NCT04519502
2456,Characteristics of COVID-19 Patients in Kazakhstan in Early 2020,,https://ClinicalTrials.gov/show/NCT04627194
2457,Prevalence of COVID-19 Infection in a Cohort of Patients Infected by the HIV and Patients Taking PrEP,Diagnostic Test: Serology test for COVID-19,https://ClinicalTrials.gov/show/NCT04575545
